Brewery,Address,zipcode,Phone Number,Yelp Rating,# Reviews,Lat,Lng,url,POP Density,LANDSQMI,Median Income
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
High Branch Brewing,"325 Mcgill Ave NW, Concord, NC 28027",28027,+1-704-706-3807,4.5,16,35.4150032,-80.6027893,https://www.yelp.com/biz/high-branch-brewing-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Cabarrus Brewing Company,"329 Mcgill Ave, Concord, NC 28027",28027,+1-704-490-4487,4,27,35.4156528,-80.6062991,https://www.yelp.com/biz/cabarrus-brewing-company-concord?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,808.0502287,68.6,"59,257"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Butchers & Brew,"54 W Church St, Martinsville, VA 24112",24112,+1-276-656-1117,2.5,4,36.69149367,-79.87438504,https://www.yelp.com/biz/butchers-and-brew-martinsville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,215.2137991,151.69,"32,566"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Miller Brewing,"863 E Meadow Rd, Eden, NC 27288",27288,+1-336-627-2100,5,1,36.5152817,-79.715889,https://www.yelp.com/biz/miller-brewing-eden?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,355.2827438,67.75,"33,800"
Appalachian Mountain Brewery,"163 Boone Creek Dr, Boone, NC 28607",28607,+1-828-263-1111,4,78,36.2033386,-81.6685507,https://www.yelp.com/biz/appalachian-mountain-brewery-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Booneshine Brewing,"246 Wilson Dr., Boone, NC 28607",28607,NA,4,5,36.20125477,-81.6706356,https://www.yelp.com/biz/booneshine-brewing-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Lost Province Brewing Co.,"130 N Depot St, Boone, NC 28607",28607,+1-828-265-3506,4,129,36.219076,-81.6835445,https://www.yelp.com/biz/lost-province-brewing-co-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Booneshine Brewing,"246 Wilson Dr., Boone, NC 28607",28607,NA,4,5,36.20125477,-81.6706356,https://www.yelp.com/biz/booneshine-brewing-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Appalachian Mountain Brewery,"163 Boone Creek Dr, Boone, NC 28607",28607,+1-828-263-1111,4,78,36.2033386,-81.6685507,https://www.yelp.com/biz/appalachian-mountain-brewery-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Booneshine Brewing,"246 Wilson Dr., Boone, NC 28607",28607,NA,4,5,36.20125477,-81.6706356,https://www.yelp.com/biz/booneshine-brewing-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Appalachian Mountain Brewery,"163 Boone Creek Dr, Boone, NC 28607",28607,+1-828-263-1111,4,78,36.2033386,-81.6685507,https://www.yelp.com/biz/appalachian-mountain-brewery-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Lost Province Brewing Co.,"130 N Depot St, Boone, NC 28607",28607,+1-828-265-3506,4,129,36.219076,-81.6835445,https://www.yelp.com/biz/lost-province-brewing-co-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Appalachian Mountain Brewery,"163 Boone Creek Dr, Boone, NC 28607",28607,+1-828-263-1111,4,78,36.2033386,-81.6685507,https://www.yelp.com/biz/appalachian-mountain-brewery-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Booneshine Brewing,"246 Wilson Dr., Boone, NC 28607",28607,NA,4,5,36.20125477,-81.6706356,https://www.yelp.com/biz/booneshine-brewing-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
Lost Province Brewing Co.,"130 N Depot St, Boone, NC 28607",28607,+1-828-265-3506,4,129,36.219076,-81.6835445,https://www.yelp.com/biz/lost-province-brewing-co-boone?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,333.9372087,99,"27,819"
